<name4> = <val5>	<name4> に <val5> を代入
<name5> = collections . Counter ( <name6> )	<name6> リストの辞書カウンタを <name5> にする
<name3> = collections . Counter ( <name4> )	リスト <name4> の辞書カウンタを <name3> とする
<name6> . most_common ( )	<name6> の出現頻度順の列
<name2> . most_common ( )	<name2> の出現回数順の列
<name4> . most_common ( <val1> )	<name4> の上位 <val1> 位までの出現頻度順の列
<name5> . most_common ( <val1> )	<name5> の上位 <val1> 位までの出現回数順の列
<name4> . most_common ( <val6> )	<name4> の上位 <val6> 個の出現頻度順の列
<name2> . most_common ( <val3> )	<name2> の上位 <val3> 個の出現回数順の列
import <name4>	<name4> モジュールをインポートする
import <name2>	<name2> モジュールをインポート直す
os . sep	ファイルパスのセパレータ記号
os . getcwd	現在の作業ディレクトリ
os . system	コマンド
os . path . basename ( <name4> )	パス <name4> のファイル名
os . path . basename ( <name2> )	パス文字列 <name2> のファイル名
os . path . dirname ( <name1> )	パス文字列 <name1> のディレクトリ名
os . path . dirname ( <name2> )	パス <name2> のディレクトリ名
os . path . abspath ( <name5> )	パス文字列 <name5> の絶対ファイルパス
os . path . abspath ( <name2> )	パス <name2> の絶対ファイルパス
os . path . split ( <name4> )	パス <name4> のディレクトリ名とファイル名
os . path . split ( <name2> )	パス文字列 <name2> のディレクトリ名とファイル名
os . path . join ( <val5> , <val6> , <val2> )	<val5> と <val6> と <val2> を連結したファイルパス
os . path . splitext ( <name1> )	パス文字列 <name1> のファイル名と拡張子
os . path . splitext ( <name6> )	パス <name6> のファイル名と拡張子
os . path . get_size ( <name6> )	パス <name6> のファイルのサイズ
os . path . get_size ( <name3> )	パス <name3> のファイルの大きさ
os . path . get_size ( <name6> )	パス文字列 <name6> のファイルの大きさ
os . path . get_size ( <name6> )	パス文字列 <name6> のファイルのサイズ
import <name1>	<name1> モジュールをインポートする
import <name4>	<name4> モジュールをインポート直す
sys . exit ( )	プログラムを終了する
sys . exit ( )	処理を抜ける
sys . exit ( )	命令を終了する
import <name4>	<name4> モジュールをインポートする
import <name2>	<name2> モジュールをインポート直す
datetime . datetime . now ( )	現在の日時
datetime . datetime ( <name4> , <name1> , <name6> )	<name4> 年 <name1> 月 <name6> 日の日時
datetime . datetime ( <name5> , <name6> , <name4> , <name1> , <name2> )	<name5> 年 <name6> 月 <name4> 日 <name1> 時 <name2> 分の日時
datetime . datetime ( <name3> , <name5> , <name1> , <name4> , <name2> , <name6> )	<name3> 年 <name5> 月 <name1> 日 <name4> 時 <name2> 分 <name6> 秒の日時
re . search ( <name2> , <name5> )	<name5> において正規表現 <name2> のパターンが最初にマッチする位置
re . search ( <name3> , <name1> )	<name1> において正規表現 <name3> のパターンが先頭にマッチするインデックス
re . search ( <name1> , <name6> )	<name6> において正規表現 <name1> のパターンが最初にマッチする場所
re . match ( <name5> , <name1> )	<name1> の先頭に正規表現 <name5> のパターンをマッチさせた結果
re . match ( <name3> , <name6> )	正規表現 <name3> のパターンを <name6> の先頭にマッチさせた結果
re . match ( <name4> , <name6> )	正規表現 <name4> のパターンを <name6> の最初にマッチさせた結果
re . match ( <name2> , <name4> )	<name4> の最初に正規表現 <name2> のパターンをマッチさせた結果
re . match ( <name4> , <name2> )	正規表現 <name4> のパターンを <name2> の左側にマッチさせた結果
re . match ( <name1> , <name4> )	<name4> の左側に正規表現 <name1> のパターンをマッチさせた結果
re . fullmatch ( <name1> , <name4> )	<name4> 全体において正規表現 <name1> のパターンをマッチさせた結果
re . split ( <name1> , <name5> )	<name5> を正規表現 <name1> のパターンにマッチした部分で分割した文字列リスト
re . split ( <name4> , <name1> )	<name1> を正規表現 <name4> のパターンにマッチした箇所で分割した文字列リスト
re . sub ( <name2> , <name4> , <name6> )	<name6> 内の正規表現 <name2> のパターンにマッチした箇所を <name4> に置き換えた文字列
re . sub ( <name6> , <name4> , <name2> )	<name2> 中の正規表現 <name6> のパターンにマッチした箇所を <name4> に置き換えたデータ
re . sub ( <name4> , <name6> , <name1> )	<name1> の中の正規表現 <name4> のパターンにマッチした箇所を <name6> に置き換えた値
re . sub ( <name1> , <name5> , <name3> )	<name3> 中の正規表現 <name1> のパターンにマッチした箇所を <name5> に置き換えた文字列
re . sub ( <name6> , <name4> , <name5> )	<name5> の中の正規表現 <name6> のパターンにマッチした箇所を <name4> に置き換えたデータ
re . sub ( <name5> , <name1> , <name4> )	<name4> 内の正規表現 <name5> のパターンにマッチした箇所を <name1> に置き換えたデータ
re . sub ( <name3> , <name6> , <name2> )	<name2> の中の正規表現 <name3> のパターンにマッチした箇所を <name6> に置き換えた文字列
re . sub ( <name3> , <name1> , <name2> )	<name2> 中の正規表現 <name3> のパターンにマッチした箇所を <name1> に置き換えた値
re . sub ( <name5> , <name3> , <name4> )	<name4> 内の正規表現 <name5> のパターンにマッチした箇所を <name3> に置き換えた値
re . subn ( <name5> , <name4> , <name1> )	<name1> 内の正規表現 <name5> のパターンにマッチした箇所を <name4> に置き換えた文字列と置き換えた箇所の数
re . subn ( <name4> , <name1> , <name2> )	<name2> 内の正規表現 <name4> のパターンにマッチした箇所を <name1> に置き換えた値と置き換えた箇所の数
re . subn ( <name3> , <name2> , <name1> )	<name1> 中の正規表現 <name3> のパターンにマッチした箇所を <name2> に置き換えた値と置換箇所数
re . subn ( <name5> , <name1> , <name6> )	<name6> 中の正規表現 <name5> のパターンにマッチした箇所を <name1> に置き換えた文字列と置換箇所数
re . subn ( <name1> , <name5> , <name3> )	<name3> の中の正規表現 <name1> のパターンにマッチした箇所を <name5> に置き換えたデータと置き換え箇所の個数
re . subn ( <name6> , <name4> , <name5> )	<name5> の中の正規表現 <name6> のパターンにマッチした箇所を <name4> に置き換えた文字列と置き換え箇所の個数
re . subn ( <name5> , <name2> , <name4> )	<name4> の中の正規表現 <name5> のパターンにマッチした箇所を <name2> に置き換えた値と置き換え箇所の個数
re . subn ( <name4> , <name6> , <name3> )	<name3> 内の正規表現 <name4> のパターンにマッチした箇所を <name6> に置き換えたデータと置き換えた箇所の数
re . subn ( <name4> , <name5> , <name6> )	<name6> 中の正規表現 <name4> のパターンにマッチした箇所を <name5> に置き換えたデータと置換箇所数
re . findall ( <name4> , <name1> )	<name1> が正規表現 <name4> のパターンにマッチした文字列のリスト
re . findall ( <name4> , <name6> )	正規表現 <name4> のパターンに <name6> がマッチした文字列のリスト
re . findall ( <name2> , <name5> )	<name5> が正規表現 <name2> のパターンにマッチした値のリスト
re . findall ( <name3> , <name5> )	正規表現 <name3> のパターンに <name5> がマッチした値のリスト
re . findall ( <name2> , <name1> )	正規表現 <name2> のパターンに <name1> がマッチしたデータのリスト
re . findall ( <name6> , <name5> )	<name5> が正規表現 <name6> のパターンにマッチしたデータのリスト
re . compile ( <name5> )	<name5> を正規表現にコンパイルした結果
re . compile ( <name1> )	正規表現に <name1> をコンパイルした結果
print ( <val5> )	<val5> とプリントする
print ( <val2> )	<val2> と出力する
print ( <val6> )	<val6> と表示する
print ( 'Hello World' )	「ハローワールド」とプリントする
print ( 'Hello World' )	「こんにちは世界」と表示する
print ( 'Hello World' )	「こんにちは世界」と出力する
print ( 'Hello World' )	「こんにちは世界」とプリントする
print ( 'Hello World' )	「ハローワールド」と出力する
print ( 'Hello World' )	「ハローワールド」と表示する
print ( 'Hello World' )	試しに何か動かす
print ( 'Hello World' )	何か動かす
print ( 'Hello World' )	最初のプログラム
print ( 'Hello World' )	先頭の処理
print ( 'Hello World' )	最初の命令
print ( 'Hello World' )	最初の処理
print ( 'Hello World' )	先頭のプログラム
<val6> + <val2>	<val6> 足す <val2>
<val2> + <val5>	<val2> たす <val5>
<val3> + <val6>	<val3> に <val6> を加算する
<val3> + <val5>	<val5> を <val3> に加算する
<val4> + <val3>	<val4> と <val3> の和
<val1> + <val6> + <val2>	<val1> 足す <val6> 足す <val2>
<val3> + <val6> + <val1>	<val3> たす <val6> たす <val1>
<val3> + <val5> + <val2>	<val3> , <val5> , <val2> の和
<val6> -70	<val6> から 70 を引く
<val1> -70	<val1> から 70 をひく
<val1> * <val3>	<val1> かける <val3>
<val1> * <val2>	<val1> 掛ける <val2>
<val6> / <val5>	<val6> を <val5> で割る
<val4> / <val6>	<val4> を <val6> でわる
<val6> // <val1>	<val6> を <val1> で割った商
<val6> // <val5>	<val6> を <val5> でわった商
<val3> % <val6>	<val3> を <val6> で割った余り
<val6> % <val2>	<val6> を <val2> でわったあまり
<val1> ** <val5>	<val1> の <val5> 乗
<val1>   + <val4>	文字列 <val1> と <val4> を繋ぐ
<val2>   + <val3>	データ <val2> と <val3> を結合する
<val2>   + <val5>	文字列 <val2> と <val5> を結合する
<val6>   + <val5>	値 <val6> と <val5> を繋ぐ
<val5>   + <val3>	データ <val5> と <val3> を繋ぐ
<val2>   + <val6>	値 <val2> と <val6> を結合する
<val1>   + <val3>	文字列 <val1> と <val3> を連結する
<val6>   + <val3>	値 <val6> と <val3> を連結する
<val6>   + <val2>	データ <val6> と <val2> を連結する
<val4>   + <val3>	<val4> と <val3> を連結する
<val1>   + <val6>	<val1> と <val6> を繋ぐ
<val6>   + <val2>	<val6> と <val2> を結合する
str ( <val6> )	<val6> を文字列に変換する
str ( <val2> )	<val2> をデータに変換する
str ( <val5> )	データに <val5> を直す
str ( <val4> )	文字列に <val4> を直す
