print ( <val3> )	<val3> とプリントする
<name2> = <name2> . sort_values ( [ <val3> , <val4> ] , ascending = False )	<name2> を <val3> と <val4> で降順にソートして、再代入する
<name5> = <name5> . sort_values ( [ <val2> , <val3> ] , ascending = False )	<name5> を <val2> と <val3> で降順にソートされた結果を <name5> に代入する
<name2> = <name2> . sort_values ( [ <val5> , <val3> ] , ascending = False )	<name2> を <val5> と <val3> で降順にソートされた結果で置き換える
<name1> = <name1> . sort_values ( [ <val3> , <val5> ] , ascending = False )	<val3> と <val5> で <name1> を値が大きい順にソートし、 <name1> に代入する
<name5> = <name5> . sort_values ( [ <val2> , <val3> ] , ascending = False )	<val2> と <val3> で <name5> を値が大きい順にソートし、置き換える
<name2> = <name2> . sort_values ( [ <val6> , <val3> ] , ascending = False )	<val6> と <val3> で <name2> を値が大きい順にソートされた結果を <name2> に代入する
<name1> = <name1> . sort_values ( [ <val4> , <val2> ] , ascending = False )	<val4> と <val2> で <name1> を値が大きい順にソートされた結果を再代入する
<name3> = <name3> . sort_values ( [ <val2> , <val1> ] , ascending = False )	<name3> 表を <val2> 列と <val1> コラムで逆順にソートして、 <name3> に代入する
<name2> = <name2> . sort_values ( [ <val5> , <val3> ] , ascending = False )	<name2> 表を <val5> 列と <val3> コラムで逆順にソートして、置き換える
<name1> = <name1> . sort_values ( [ <val5> , <val3> ] , ascending = False )	<name1> 表を <val5> 列と <val3> コラムで逆順にソートした結果を <name1> にする
<name3> = <name3> . sort_values ( [ <val6> , <val4> ] , ascending = False )	<name3> 表を <val6> 列と <val4> コラムで逆順にソートした結果を再代入する
<name2> . sort_values ( [ <val6> , <val3> ] , ascending = False , inplace = True )	<name2> 全体を <val6> と <val3> で降順にソートして、インプレースする
<name3> . sort_values ( [ <val2> , <val5> ] , ascending = False , inplace = True )	<name3> 全体を <val2> と <val5> で降順にソートした結果で置き換える
<name5> . sort_values ( [ <val2> , <val3> ] , ascending = False , inplace = True )	<val2> と <val3> で <name5> を逆順にソートし、インプレースする
<name2> . sort_values ( [ <val3> , <val4> ] , ascending = False , inplace = True )	<val3> と <val4> で <name2> を逆順にソートした結果で書き換える
<name6> . sort_values ( [ <val5> , <val3> ] , ascending = False , inplace = True )	<name6> 表を <val5> 列と <val3> コラムで値が大きい順にソートして、インプレースする
<name3> . sort_values ( [ <val6> , <val1> ] , ascending = False , inplace = True )	<name3> 表を <val6> 列と <val1> コラムで値が大きい順にソートした結果で置き換える
<name4> . sort_values ( [ <val5> , <val1> ] , ascending = False )	<name4> を <val5> と <val1> を軸に降順でソートする
<name1> . sort_values ( [ <val2> , <val6> ] , ascending = False )	<val2> 列と <val6> コラムを軸に <name1> 表を逆順でソートする
<name1> . sort_values ( [ <val4> , <val6> ] , ascending = False )	<name1> 表を <val4> 列と <val6> コラムを軸に降順でソートする
<name1> = <name2> . sort_values ( [ <val4> , <val6> ] , ascending = False )	<name2> を <val4> と <val6> を軸に降順でソートして、 <name1> に代入する
<name3> = <name2> . sort_values ( [ <val6> , <val1> ] , ascending = False )	<name2> を <val6> と <val1> を軸に降順でソートした結果を <name3> に代入する
<name6> = <name4> . sort_values ( [ <val3> , <val5> ] , ascending = False )	列 <val3> とコラム <val5> を軸に表 <name4> 全体を降順でソートし、 <name6> とする
<name5> = <name2> . sort_values ( [ <val4> , <val6> ] , ascending = False )	列 <val4> とコラム <val6> を軸に表 <name2> 全体を降順でソートした結果を <name5> にする
<name1> = <name6> . sort_values ( [ <val3> , <val2> ] , ascending = False )	軸に <val3> と <val2> を <name6> を値が大きい順でソートし、 <name1> に代入する
<name3> = <name5> . sort_values ( [ <val1> , <val2> ] , ascending = False )	軸に <val1> と <val2> を <name5> を値が大きい順でソートした結果を <name3> にする
<name3> = <name3> . sort_values ( [ <val1> , <val4> ] , ascending = False )	<name3> を <val1> と <val4> を軸に降順でソートして、 <name3> にする
<name1> = <name1> . sort_values ( [ <val5> , <val3> ] , ascending = False )	<name1> を <val5> と <val3> を軸に降順でソートして、置き換える
<name6> = <name6> . sort_values ( [ <val5> , <val3> ] , ascending = False )	<name6> を <val5> と <val3> を軸に降順でソートされた結果を <name6> にする
<name1> = <name1> . sort_values ( [ <val4> , <val6> ] , ascending = False )	<name1> を <val4> と <val6> を軸に降順でソートされた結果で置き換える
<name2> = <name2> . sort_values ( [ <val5> , <val4> ] , ascending = False )	<val5> 列と <val4> コラムを <name2> 表を軸に値が大きい順でソートし、 <name2> にする
df = df . sort_values ( [ <val5> , <val1> ] , ascending = False )	<val5> 列と <val1> コラムを df 表を軸に値が大きい順でソートし、再代入する
<name6> = <name6> . sort_values ( [ <val5> , <val2> ] , ascending = False )	<val5> 列と <val2> コラムを <name6> 表を軸に値が大きい順でソートした結果を <name6> とする
df = df . sort_values ( [ <val5> , <val6> ] , ascending = False )	<val5> 列と <val6> コラムを df 表を軸に値が大きい順でソートした結果で置き換える
<name1> = <name1> . sort_values ( [ <val6> , <val2> ] , ascending = False )	軸に <name1> を <val6> と <val2> を降順でソートし、 <name1> にする
<name1> = <name1> . sort_values ( [ <val5> , <val2> ] , ascending = False )	軸に <name1> を <val5> と <val2> を降順でソートし、置き換える
<name3> = <name3> . sort_values ( [ <val2> , <val4> ] , ascending = False )	軸に <name3> を <val2> と <val4> を降順でソートされた結果を <name3> にする
<name5> = <name5> . sort_values ( [ <val3> , <val4> ] , ascending = False )	軸に <name5> を <val3> と <val4> を降順でソートされた結果を再代入する
<name6> . sort_values ( [ <val3> , <val2> ] , ascending = False , inplace = True )	<name6> 全体を <val3> と <val2> を軸に降順でソートし、インプレースする
<name2> . sort_values ( [ <val4> , <val5> ] , ascending = False , inplace = True )	<name2> 全体を <val4> と <val5> を軸に降順でソートした結果でインプレースする
<name6> . sort_values ( [ <val2> , <val1> ] , ascending = False , inplace = True )	<name6> を <val2> と <val1> を軸に値は大きい順でソートして、置き換える
<name3> . sort_values ( [ <val6> , <val1> ] , ascending = False , inplace = True )	<name3> を <val6> と <val1> を軸に値は大きい順でソートされた結果で置き換える
<name2> . sort_values ( [ <val5> , <val6> ] , ascending = False , inplace = True )	軸に <val5> と <val6> を <name2> 全体を降順でソートし、インプレースする
<name6> . sort_values ( [ <val5> , <val3> ] , ascending = False , inplace = True )	軸に <val5> と <val3> を <name6> 全体を降順でソートした結果で置き換える
<name1> . sort_values ( [ <val2> , <val3> ] , ascending = False )	<name1> 全体を <val2> と <val3> に基づいて降順でソートする
<name5> . sort_values ( [ <val2> , <val6> ] , ascending = False )	表 <name5> 全体を列 <val2> とコラム <val6> に基づいて降順でソートする
<name1> . sort_values ( [ <val6> , <val5> ] , ascending = False )	<name1> 表を <val6> 列と <val5> コラムに基づいて降順でソートする
<name5> = <name3> . sort_values ( [ <val1> , <val4> ] , ascending = False )	<name3> を <val1> と <val4> に基づいて降順でソートし、 <name5> に代入する
<name2> = <name3> . sort_values ( [ <val5> , <val6> ] , ascending = False )	<name3> を <val5> と <val6> に基づいて降順でソートした結果を <name2> とする
<name1> = <name4> . sort_values ( [ <val6> , <val2> ] , ascending = False )	<name4> 表を <val6> 列と <val2> コラムに基づいて降順でソートして、 <name1> に代入する
<name3> = <name1> . sort_values ( [ <val5> , <val2> ] , ascending = False )	<name1> 表を <val5> 列と <val2> コラムに基づいて降順でソートされた結果を <name3> に代入する
<name6> = <name4> . sort_values ( [ <val3> , <val1> ] , ascending = False )	<val3> と <val1> に <name4> を基づいて降順でソートして、 <name6> に代入する
<name1> = <name3> . sort_values ( [ <val4> , <val5> ] , ascending = False )	<val4> と <val5> に <name3> を基づいて降順でソートした結果を <name1> に代入する
<name4> = <name4> . sort_values ( [ <val5> , <val3> ] , ascending = False )	<name4> 全体を <val5> と <val3> に基づいて降順でソートし、 <name4> とする
<name3> = <name3> . sort_values ( [ <val1> , <val6> ] , ascending = False )	<name3> 全体を <val1> と <val6> に基づいて降順でソートし、置き換える
<name1> = <name1> . sort_values ( [ <val4> , <val2> ] , ascending = False )	<name1> 全体を <val4> と <val2> に基づいて降順でソートした結果を <name1> とする
<name6> = <name6> . sort_values ( [ <val5> , <val1> ] , ascending = False )	<name6> 全体を <val5> と <val1> に基づいて降順でソートした結果を再代入する
<name4> = <name4> . sort_values ( [ <val3> , <val5> ] , ascending = False )	表 <name4> 全体を列 <val3> とコラム <val5> に基づいて降順でソートして、 <name4> に代入する
<name6> = <name6> . sort_values ( [ <val3> , <val4> ] , ascending = False )	表 <name6> 全体を列 <val3> とコラム <val4> に基づいて降順でソートして、再代入する
<name5> = <name5> . sort_values ( [ <val1> , <val2> ] , ascending = False )	表 <name5> 全体を列 <val1> とコラム <val2> に基づいて降順でソートした結果を <name5> とする
<name2> = <name2> . sort_values ( [ <val1> , <val6> ] , ascending = False )	表 <name2> 全体を列 <val1> とコラム <val6> に基づいて降順でソートした結果を再代入する
<name3> = <name3> . sort_values ( [ <val2> , <val4> ] , ascending = False )	<name3> を <val2> と <val4> に基づいて降順でソートして、 <name3> とする
<name5> = <name5> . sort_values ( [ <val6> , <val2> ] , ascending = False )	<name5> を <val6> と <val2> に基づいて降順でソートして、再代入する
