print ( <val2> )	<val2> とプリントする
<name3> . sort_index ( inplace = True )	<name3> をインデックスで順番になるようにソートでインプレースする
df . sort_index ( )	df をインデックスを軸に昇順でソートする
<name1> . sort_index ( )	<name1> をインデックスを元にソートする
<name6> . sort_index ( )	インデックスを <name6> 表を元に小さい順でソートする
<name1> = df . sort_index ( )	df 全体をインデックスを軸に昇順でソートし、 <name1> にする
<name4> = df . sort_index ( )	df 全体をインデックスを軸に昇順でソートされた結果を <name4> とする
<name1> = <name4> . sort_index ( )	<name4> をインデックスを元にソートして、 <name1> にする
<name4> = <name5> . sort_index ( )	<name5> をインデックスを元にソートした結果を <name4> に代入する
<name6> = df . sort_index ( )	df 表をインデックスを軸に昇順でソートし、 <name6> にする
<name4> = df . sort_index ( )	df 表をインデックスを軸に昇順でソートした結果を <name4> にする
<name4> = <name4> . sort_index ( )	<name4> 全体をインデックスを軸に昇順でソートして、 <name4> にする
df = df . sort_index ( )	df 全体をインデックスを軸に昇順でソートして、再代入する
<name5> = <name5> . sort_index ( )	<name5> 全体をインデックスを軸に昇順でソートされた結果を <name5> に代入する
df = df . sort_index ( )	df 全体をインデックスを軸に昇順でソートされた結果を再代入する
<name4> = <name4> . sort_index ( )	インデックスを <name4> 表を元にソートし、 <name4> にする
<name4> = <name4> . sort_index ( )	インデックスを <name4> 表を元にソートし、再代入する
<name5> = <name5> . sort_index ( )	インデックスを <name5> 表を元にソートした結果を <name5> に代入する
<name5> = <name5> . sort_index ( )	インデックスを <name5> 表を元にソートした結果で置き換える
<name5> = <name5> . sort_index ( )	表 <name5> をインデックスを軸に昇順でソートし、 <name5> とする
df = df . sort_index ( )	表 df をインデックスを軸に昇順でソートし、再代入する
<name1> = <name1> . sort_index ( )	表 <name1> をインデックスを軸に昇順でソートされた結果を <name1> にする
df = df . sort_index ( )	表 df をインデックスを軸に昇順でソートされた結果で置き換える
df . sort_index ( inplace = True )	df 全体をインデックスを軸に昇順でソートして、インプレースする
df . sort_index ( inplace = True )	df 全体をインデックスを軸に昇順でソートした結果で書き換える
<name3> . sort_index ( inplace = True )	<name3> 表をインデックスを元にソートし、置き換える
<name1> . sort_index ( inplace = True )	<name1> 表をインデックスを元にソートした結果で置き換える
df . sort_index ( inplace = True )	df 全体をインデックスを軸に小さい順でソートし、書き換える
df . sort_index ( inplace = True )	df 全体をインデックスを軸に小さい順でソートした結果で書き換える
<name3> . sort_index ( )	<name3> 全体をインデックスに基づいて昇順でソートする
<name2> . sort_index ( )	表 <name2> をインデックスに基づいて昇順でソートする
<name4> . sort_index ( )	<name4> をインデックスに基づいて昇順でソートする
<name1> = <name4> . sort_index ( )	<name4> をインデックスに基づいて昇順でソートし、 <name1> にする
<name4> = <name5> . sort_index ( )	<name5> をインデックスに基づいて昇順でソートされた結果を <name4> にする
<name3> = <name1> . sort_index ( )	表 <name1> をインデックスに沿って昇順でソートし、 <name3> とする
<name6> = <name1> . sort_index ( )	表 <name1> をインデックスに沿って昇順でソートした結果を <name6> とする
<name5> = <name6> . sort_index ( )	<name6> をインデックスに沿って昇順でソートし、 <name5> とする
<name2> = <name3> . sort_index ( )	<name3> をインデックスに沿って昇順でソートされた結果を <name2> にする
<name6> = <name6> . sort_index ( )	<name6> をインデックスに基づいて昇順でソートして、 <name6> とする
<name4> = <name4> . sort_index ( )	<name4> をインデックスに基づいて昇順でソートして、再代入する
<name1> = <name1> . sort_index ( )	<name1> をインデックスに基づいて昇順でソートした結果を <name1> に代入する
<name5> = <name5> . sort_index ( )	<name5> をインデックスに基づいて昇順でソートした結果を再代入する
<name2> = <name2> . sort_index ( )	<name2> をインデックスに沿って昇順でソートし、 <name2> にする
<name5> = <name5> . sort_index ( )	<name5> をインデックスに沿って昇順でソートし、置き換える
<name2> = <name2> . sort_index ( )	<name2> をインデックスに沿って昇順でソートした結果を <name2> に代入する
<name5> = <name5> . sort_index ( )	<name5> をインデックスに沿って昇順でソートした結果で置き換える
<name6> = <name6> . sort_index ( )	表 <name6> をインデックスに基づいて昇順でソートして、 <name6> とする
<name4> = <name4> . sort_index ( )	表 <name4> をインデックスに基づいて昇順でソートして、再代入する
<name3> = <name3> . sort_index ( )	表 <name3> をインデックスに基づいて昇順でソートした結果を <name3> に代入する
<name3> = <name3> . sort_index ( )	表 <name3> をインデックスに基づいて昇順でソートした結果で置き換える
<name2> . sort_index ( inplace = True )	<name2> をインデックスに基づいて昇順でソートし、インプレースする
<name2> . sort_index ( inplace = True )	<name2> をインデックスに基づいて昇順でソートした結果で書き換える
<name1> . sort_index ( inplace = True )	表 <name1> 全体をインデックスに基づいて昇順でソートし、インプレースする
<name6> . sort_index ( inplace = True )	表 <name6> 全体をインデックスに基づいて昇順でソートした結果でインプレースする
<name5> . sort_index ( inplace = True )	表 <name5> をインデックスに基づいて昇順でソートして、書き換える
<name1> . sort_index ( inplace = True )	表 <name1> をインデックスに基づいて昇順でソートした結果でインプレースする
<name4> . sort_values ( [ <val6> , <val2> ] , ascending = False )	<name4> を <val6> と <val2> で降順にソートする
<name3> . sort_values ( [ <val2> , <val4> ] , ascending = False )	表 <name3> をカラム <val2> とコラム <val4> で値は大きい順にソートする
<name5> . sort_values ( [ <val6> , <val3> ] , ascending = False )	表 <name5> をカラム <val6> とコラム <val3> で値が大きい順にソートする
<name6> = <name3> . sort_values ( [ <val5> , <val4> ] , ascending = False )	<name3> 全体を <val5> と <val4> で降順にソートして、 <name6> に代入する
<name3> = <name6> . sort_values ( [ <val2> , <val5> ] , ascending = False )	<name6> 全体を <val2> と <val5> で降順にソートした結果を <name3> とする
<name3> = <name4> . sort_values ( [ <val2> , <val6> ] , ascending = False )	<val2> と <val6> で <name4> 全体を降順にソートし、 <name3> とする
<name5> = <name1> . sort_values ( [ <val6> , <val4> ] , ascending = False )	<val6> と <val4> で <name1> 全体を降順にソートした結果を <name5> とする
<name4> = <name6> . sort_values ( [ <val1> , <val3> ] , ascending = False )	<val1> と <val3> で <name6> を値は大きい順にソートし、 <name4> に代入する
<name6> = <name5> . sort_values ( [ <val4> , <val3> ] , ascending = False )	<val4> と <val3> で <name5> を値は大きい順にソートした結果を <name6> にする
<name2> = <name2> . sort_values ( [ <val3> , <val1> ] , ascending = False )	<name2> 全体を <val3> と <val1> で降順にソートして、 <name2> に代入する
<name6> = <name6> . sort_values ( [ <val1> , <val2> ] , ascending = False )	<name6> 全体を <val1> と <val2> で降順にソートして、再代入する
<name6> = <name6> . sort_values ( [ <val2> , <val3> ] , ascending = False )	<name6> 全体を <val2> と <val3> で降順にソートした結果を <name6> とする
<name5> = <name5> . sort_values ( [ <val4> , <val1> ] , ascending = False )	<name5> 全体を <val4> と <val1> で降順にソートした結果で置き換える
<name1> = <name1> . sort_values ( [ <val4> , <val3> ] , ascending = False )	<name1> を <val4> と <val3> で逆順にソートして、 <name1> に代入する
<name5> = <name5> . sort_values ( [ <val4> , <val1> ] , ascending = False )	<name5> を <val4> と <val1> で逆順にソートして、置き換える
<name1> = <name1> . sort_values ( [ <val4> , <val6> ] , ascending = False )	<name1> を <val4> と <val6> で逆順にソートした結果を <name1> に代入する
<name5> = <name5> . sort_values ( [ <val4> , <val3> ] , ascending = False )	<name5> を <val4> と <val3> で逆順にソートした結果を再代入する
<name5> = <name5> . sort_values ( [ <val4> , <val1> ] , ascending = False )	表 <name5> をカラム <val4> とコラム <val1> で逆順にソートして、 <name5> にする
<name3> = <name3> . sort_values ( [ <val4> , <val6> ] , ascending = False )	表 <name3> をカラム <val4> とコラム <val6> で逆順にソートして、再代入する
<name4> = <name4> . sort_values ( [ <val3> , <val1> ] , ascending = False )	表 <name4> をカラム <val3> とコラム <val1> で逆順にソートされた結果を <name4> にする
<name3> = <name3> . sort_values ( [ <val4> , <val1> ] , ascending = False )	表 <name3> をカラム <val4> とコラム <val1> で逆順にソートされた結果で置き換える
<name1> . sort_values ( [ <val4> , <val2> ] , ascending = False , inplace = True )	<name1> 全体を <val4> と <val2> で降順にソートし、インプレースする
<name6> . sort_values ( [ <val1> , <val4> ] , ascending = False , inplace = True )	<name6> 全体を <val1> と <val4> で降順にソートした結果でインプレースする
<name6> . sort_values ( [ <val4> , <val1> ] , ascending = False , inplace = True )	<name6> 表を <val4> カラムと <val1> コラムで値は大きい順にソートして、置き換える
<name2> . sort_values ( [ <val4> , <val3> ] , ascending = False , inplace = True )	<name2> 表を <val4> カラムと <val3> コラムで値は大きい順にソートされた結果で置き換える
<name6> . sort_values ( [ <val2> , <val5> ] , ascending = False , inplace = True )	<name6> 表を <val2> カラムと <val5> コラムで逆順にソートし、置き換える
